epoch,train_mse,train_regularizer,train_total_loss,val_mse
1,0.21242630599010603,0.722190726491445,0.2124985251191526,0.08307602256536484
2,0.07347602379460387,0.793167674520302,0.07355534062646593,0.05011593922972679
3,0.0436532990005465,0.8530631072990348,0.043738605307138835,0.03031114488840103
4,0.02980913693368375,0.97897435338514,0.029907034397681595,0.021481990814208984
5,0.02099167403828364,1.088068320423515,0.021100480857789216,0.015192034654319286
6,0.014784175233458714,1.1668938812232763,0.014900864621126267,0.010495632886886597
7,0.01065997355338092,1.226322877268979,0.010782605837996744,0.007702507544308901
8,0.008156767745574656,1.2565300970019775,0.008282420759357128,0.0064499638974666595
9,0.006696999215367734,1.2738737881147537,0.00682438658141765,0.005458670202642679
10,0.005777702660368441,1.2798497323094897,0.005905687625962568,0.00462331110611558
11,0.005043911942552426,1.288617300333818,0.005172773664728875,0.004649515263736248
12,0.004458663474313547,1.292944388015239,0.004587957916012565,0.003572555258870125
13,0.0039202990946608975,1.2966592389529217,0.004049965005059746,0.003150324570015073
14,0.00357405174969048,1.2969821132453971,0.0037037499613202843,0.0027588624507188797
15,0.0032017464602486384,1.2944065301319665,0.003331187110785188,0.002610577968880534
16,0.002846223586275572,1.2923500015189502,0.0029754585841770247,0.0024449960328638554
17,0.0026314777534522725,1.2860650978800507,0.002760084264749129,0.0024611707776784897
18,0.0026521693619492525,1.2806078813997455,0.002780230144519024,0.0020980581175535917
19,0.002250841965816171,1.277225273189102,0.0023785644951525523,0.0020525602158159018
20,0.0022503805473074695,1.2697686053217359,0.0023773574080867043,0.002155909314751625
21,0.002100761813002589,1.2645706551645166,0.0022272188712774157,0.0019268287578597665
22,0.001997826293520592,1.260885241422836,0.0021239148077398058,0.00163523037917912
23,0.0018213734033712074,1.2562098772470454,0.001946994388112319,0.0016058844048529863
24,0.001760001108608576,1.247565637654902,0.001884757674533186,0.0018627755343914032
25,0.001729833115964534,1.2416240760801298,0.0018539955223638915,0.0015481618465855718
26,0.0018003456644736433,1.2340663089280652,0.0019237522943214137,0.0014084021095186472
27,0.001566121675517677,1.2282246396635423,0.0016889441285665803,0.0015610114205628633
28,0.001527165079165126,1.2209955972821633,0.0016492646319958956,0.0013277851976454258
29,0.001403648377616545,1.2132376754002423,0.0015249721411978365,0.0012784950667992234
30,0.0014445766874924527,1.2068170852661133,0.0015652583923517875,0.0015322909457609057
31,0.0014985162009288652,1.1973158388311038,0.0016182477832344237,0.0013720514252781868
32,0.0012729074662799387,1.1911896585681965,0.0013920264314525544,0.0011357531184330583
33,0.001229302222424165,1.1829807751373613,0.0013476002957656845,0.0010943233501166105
34,0.0012734116786497897,1.1739993034924796,0.0013908116014366059,0.0011058757081627846
35,0.0011920732371335217,1.1655649607337928,0.0013086297324032539,0.0010732859373092651
36,0.0011217827476038551,1.1577070989945581,0.0012375534534676135,0.0010216363007202744
37,0.001371554339139165,1.147954090996058,0.0014863497460440485,0.0010808449005708098
38,0.0010686088529937947,1.1392827489190818,0.0011825371207453228,0.0010028216056525707
39,0.0010581180068065612,1.1331804370966738,0.0011714360473844797,0.0010613956255838275
40,0.0011474301793324027,1.1252236040232761,0.0012599525370998788,0.0009150019031949341
41,0.0009587296464313178,1.1155336511094203,0.0010702830144179766,0.0009903243044391274
42,0.0010283278160950302,1.109286391253428,0.0011392564529846268,0.0009817914105951786
43,0.0010334697018596452,1.1026692466225803,0.0011437366226703064,0.0008850943995639682
44,0.0008701614601594912,1.0975088388171614,0.0009799123394465606,0.0008280978654511273
45,0.0009733724279905266,1.0915285478422547,0.0010825252780802624,0.0008300861809402704
