epoch,train_mse,train_regularizer,train_total_loss,val_mse
1,0.2063509408407868,0.20082038795286422,0.20637102372191027,0.07341741770505905
2,0.06609132065981116,0.3082057521056936,0.06612214106519816,0.04630271717905998
3,0.03942360244404175,0.5664096857007409,0.03948024339389007,0.0267036072909832
4,0.02272329921716698,0.7366445647686208,0.02279696367952435,0.016180600970983505
5,0.01672850527118151,0.8049205020520569,0.016808997331771672,0.013301792554557323
6,0.013273095581488821,0.8918256274761273,0.013362278156411035,0.010366183705627918
7,0.010359561953494394,0.9928761664755289,0.010458849553323298,0.008537580259144306
8,0.008149251377429929,1.0975550580010285,0.008259006872769412,0.007123212330043316
9,0.007137828590072067,1.1157413815152875,0.007249402730371409,0.005815759301185608
10,0.006020564893384649,1.12906911082032,0.006133471806527056,0.005385206546634436
11,0.005291562629061047,1.133179273387859,0.005404880549702286,0.0046047912910580635
12,0.004775883802187401,1.1104452816340564,0.0048869283265132535,0.004342902917414904
13,0.004319874311593389,1.091937626824249,0.004429068063499498,0.0038031165022403
14,0.003934758832826684,1.0820019496394213,0.004042959023082834,0.0038040303625166416
15,0.0036394206793146163,1.0639191470141367,0.003745812579639835,0.003261283040046692
16,0.0032759220767521894,1.0491077664757353,0.0033808328451553037,0.0029780659824609756
17,0.0030999642747851874,1.0539799462885235,0.003205362264638321,0.0031125713139772415
18,0.002879584545643641,1.0293655689558998,0.0029825210962613705,0.002660880796611309
19,0.0025806365551391294,1.0179021100102954,0.002682426766553512,0.0026074068155139685
20,0.0025390977341358434,0.9940039468567018,0.0026384981335126666,0.002343325410038233
21,0.0022602602325447513,0.99826557944497,0.002360086790969225,0.0022336971014738083
22,0.0022640224358801823,0.975328522498865,0.0023615552862912537,0.0021869807969778776
23,0.002054760398083826,0.9428134974764526,0.002149041748569017,0.002049971604719758
24,0.0020416785053914465,0.938211383451968,0.0021354996433526684,0.0019229477038607001
25,0.0018221813806000905,0.9181867405865436,0.0019140000502202062,0.0018573901616036892
26,0.0019901239797209813,0.8949684091879789,0.0020796208149263884,0.002332275966182351
27,0.0017719984021691904,0.8712969397844147,0.001859128091227748,0.0017140781274065375
28,0.001723451490348579,0.867921483711566,0.0018102436331302815,0.002322683110833168
29,0.0018399061217422923,0.8339317676879082,0.001923299296844589,0.0018405510345473886
30,0.0015156763765780494,0.8278666572416827,0.0015984630402202007,0.0013822423061355948
31,0.0014087474213858575,0.8239862129257618,0.0014911460397693617,0.0014339712215587497
32,0.001335550454839891,0.8148306516220062,0.0014170335190282339,0.0014394476311281323
33,0.0013929449609705407,0.7996407142551588,0.0014729090280460586,0.0014060672838240862
34,0.001454907621210958,0.7784785652045164,0.0015327554802963836,0.0012599624460563064
35,0.0012545550221381813,0.7660044931860192,0.0013311554686768745,0.001217506593093276
36,0.0013663186880672495,0.7484154661594318,0.0014411602331988896,0.0013709475751966238
37,0.0012122915923166889,0.7380631779883391,0.0012860979073009934,0.0013831413816660643
38,0.001126278836444569,0.7336518784088997,0.0011996440241408396,0.0010750031797215343
39,0.0010828495228843524,0.7186114568873924,0.0011547106682928139,0.0011071371845901012
40,0.001365161059955257,0.7075812825478169,0.0014359191852216689,0.0010854885913431644
41,0.0011512494146679157,0.6916813651512177,0.0012204175490799513,0.0011431388556957245
42,0.0010390153008660698,0.6807957273342775,0.0011070948723547619,0.0011846971465274692
43,0.0009498470561596726,0.6754968493800351,0.001017396737911619,0.0011252759722992778
44,0.0010018426195035127,0.6670534029064699,0.0010685479560120766,0.0009516072459518909
45,0.0010649580702765476,0.6545216725697791,0.0011304102386380842,0.0010130212176591158
46,0.0009322620974487121,0.645875434739799,0.0009968496356319212,0.0009414823143742979
47,0.0008722202349444767,0.6357189601172593,0.0009357921295901751,0.0009573479183018208
48,0.0008373247094388476,0.6357060066477201,0.0009008953087154013,0.0010031714336946607
49,0.0008683013013248284,0.6197949185732274,0.0009302807923925122,0.000953429494984448
50,0.0008896662071384828,0.614812848170037,0.0009511474905672787,0.0008420943631790578
51,0.0008243554287198198,0.6044748016087006,0.0008848029077795496,0.0008539519621990621
52,0.0008323786061385874,0.596155252141019,0.0008919941283425074,0.0008136387914419174
53,0.0007656954711744342,0.5876913063778767,0.0008244646006732743,0.0008829131838865578
54,0.0008381607255519685,0.5785183875207103,0.0008960125653879523,0.00077549007255584
55,0.0007656432778121552,0.5703861307486756,0.0008226818891794738,0.0008046072907745838
56,0.0007110575483515144,0.564304148722128,0.0007674879632659039,0.0007619244861416519
57,0.0007454959552558411,0.5570676489328641,0.0008012027191016992,0.0007975284243002534
58,0.0007980237097237879,0.5462270742939892,0.0008526464154977656,0.0006963039049878716
59,0.000831178335431591,0.5375920803414584,0.0008849375432678597,0.0007961184601299465
60,0.0006739478254752792,0.5352896413278628,0.0007274767898552225,0.0007661196868866682
61,0.0006641917097474816,0.5296863432580118,0.000717160341752304,0.000674134586006403
62,0.000603619430067091,0.5239019430932316,0.0006560096218796704,0.0006956904544495046
63,0.000631141902229727,0.5174557349636143,0.0006828874730299237,0.0006839442648924887
64,0.0007701406830322189,0.5072064005642919,0.0008208613197655651,0.0006647064001299441
65,0.0006143870835040257,0.5027524632149339,0.0006646623271851078,0.0006447751657105982
66,0.0006647949520424271,0.49820591724869223,0.0007146155416799144,0.0006302013644017279
67,0.0005835237066995908,0.4921202163486981,0.0006327357276974341,0.0006975068827159703
68,0.0006588170300355307,0.4873690847385784,0.0007075539375519085,0.0006195254391059279
69,0.0006019322575705725,0.4810022526672702,0.0006500324801996249,0.000712352863047272
70,0.0005819872617768547,0.4750003588245326,0.0006294872978463484,0.0006199266645126045
71,0.0005706164720322558,0.4705330146075979,0.0006176697733294215,0.0008615778060629964
72,0.000579531969910433,0.4648175803558858,0.0006260137273140597,0.0006196733447723091
73,0.00063804220190689,0.45934379877019244,0.0006839765811547652,0.0006159940967336297
74,0.0005174601483201057,0.45445245775926246,0.0005629053926191694,0.0005805087857879698
75,0.0005599633031924125,0.45164216021307785,0.0006051275184430656,0.0007271613576449454
76,0.0005294408638765199,0.44568946489869166,0.0005740098090946682,0.0006431326037272811
77,0.0005238648973575461,0.4401893642287923,0.0005678838328651023,0.0005934560904279351
78,0.0006960423284451788,0.4367458494958194,0.0007397169137207225,0.0006591470446437597
79,0.0004959125767897074,0.4320775476767485,0.0005391203292530861,0.00051484489813447
80,0.0004997627827680485,0.4280954106561351,0.0005425723220440667,0.000528852513525635
81,0.0005134738708228835,0.4247425371255692,0.0005559481241008197,0.0005541198188439012
82,0.00046157383880254696,0.4212112564795193,0.0005036949641162888,0.0005897976225242019
83,0.0004987793322577396,0.41556557826846685,0.0005403358886031552,0.0005918683018535376
84,0.0004622828352817651,0.4112366380912865,0.0005034064977156331,0.0005328601691871881
85,0.0004899808470719879,0.4065558189547026,0.0005306364274602553,0.0005566187319345772
86,0.0005285148327758086,0.40045888027918686,0.0005685607203100098,0.0005423977272585034
87,0.00046729373440449997,0.39883283162333527,0.0005071770169510949,0.000527051102835685
88,0.0004558953396646131,0.39687582628662,0.0004955829208964383,0.0004942441009916365
89,0.0004993625440391384,0.3917898597852012,0.0005385415303294371,0.0005004663835279644
90,0.00046110489367865457,0.3891428236304571,0.0005000191745907444,0.0005472418270073831
91,0.0004873522869654293,0.386012126595654,0.0005259534979885675,0.0008437937940470874
