activation,batch_size,best_epoch,best_val_mse,early_stopping_min_delta,early_stopping_patience,epochs_completed,epochs_requested,hidden_dims,id_max,id_max_id_false_alarm,id_max_ood_detected,id_max_threshold,id_mean,id_mean_plus_3std_id_false_alarm,id_mean_plus_3std_ood_detected,id_mean_plus_3std_threshold,id_p95,id_p95_id_false_alarm,id_p95_ood_detected,id_p95_threshold,id_p99,id_p995,id_p995_id_false_alarm,id_p995_ood_detected,id_p995_threshold,id_p99_id_false_alarm,id_p99_ood_detected,id_p99_threshold,input_dim,latent_dim,lr,ood_max,ood_mean,ood_p95,ood_p99,ood_p995,run_idx,weight_decay
elu,2048,171,0.006916671525686979,1e-07,80,251,800,"[256, 128, 64]",6.454573154449463,0.0,0.0006659939455095862,6.454573154449463,0.006916671525686979,0.003440968718466196,0.16129162462159435,0.11772511852905154,0.026118520554155075,0.05,0.6422098890010091,0.026118520554155075,0.08985003903508146,0.10834776919335187,0.005005045408678103,0.1775681130171544,0.10834776919335187,0.01,0.22446014127144298,0.08985003903508146,160,3,0.0003,313.5491027832031,0.08607828617095947,0.19314811229705808,0.5821912699937797,1.1824475866556168,1,1e-06
elu,2048,404,9.353768837172538e-05,1e-07,80,484,800,"[256, 128, 64]",0.5591396689414978,0.0,0.0022199798183652874,0.5591396689414978,9.353768837172538e-05,0.001160443995963673,0.06753784056508577,0.006980923775699921,0.0002278926913277246,0.05,0.7105953582240161,0.0002278926913277246,0.0008235650067217636,0.0019206693407614057,0.005005045408678103,0.23769929364278505,0.0019206693407614057,0.01,0.422108980827447,0.0008235650067217636,160,6,0.0003,31.067922592163086,0.008862878195941448,0.008822715096175597,0.052673592343925886,0.17495093241334161,2,1e-06
elu,2048,565,2.5793648092076182e-05,1e-07,80,645,800,"[256, 128, 64]",0.0323076955974102,0.0,0.007679112008072654,0.0323076955974102,2.5793648092076182e-05,0.004934409687184662,0.17263370332996972,0.000843360903672874,3.738907107617702e-05,0.05,0.7950151362260343,3.738907107617702e-05,0.0002895633678417643,0.0008398447633953799,0.005005045408678103,0.17336024217961654,0.0008398447633953799,0.01,0.37407669021190715,0.0002895633678417643,160,12,0.0003,20.555131912231445,0.004108709748834372,0.0031301834038458755,0.018838008064776635,0.07418126285076185,3,1e-06
