epoch,train_mse,val_mse
1,0.2700736964398508,0.1824410855770111
2,0.19908038384642537,0.16937042772769928
3,0.18783103617938568,0.14288580417633057
4,0.12502532888520376,0.08712887763977051
5,0.08655520514853667,0.0647318884730339
6,0.06347626015498828,0.04786970838904381
7,0.05156466663797977,0.04113449156284332
8,0.044715905659614974,0.036902256309986115
9,0.03572320157125607,0.02550811879336834
10,0.026660871722653703,0.022443529218435287
11,0.02292105681234153,0.019028471782803535
12,0.021161829730321012,0.01723632402718067
13,0.0188169696798659,0.016800368204712868
14,0.01700364151091797,0.01508586760610342
15,0.01583311056874234,0.014025749638676643
16,0.014811305061764602,0.013601572252810001
17,0.014565165360147127,0.012973067350685596
18,0.013464084057977534,0.012648259289562702
19,0.013134458176062399,0.012099366635084152
20,0.012247717506717421,0.012247258797287941
21,0.012009135493521854,0.011334365233778954
22,0.01149292202417924,0.010880565270781517
23,0.011545177298194825,0.011208988726139069
24,0.010853161961125918,0.011142115108668804
25,0.010823679952362532,0.010216545313596725
26,0.01028680009502395,0.01027014572173357
27,0.009944658618551932,0.010026389732956886
28,0.009916888553104115,0.010173826478421688
29,0.009931075884846879,0.010223746299743652
30,0.00947685743157877,0.009806917048990726
31,0.009103342008044874,0.009759788401424885
32,0.00903452620241043,0.009618988260626793
33,0.008946000920163184,0.009429270401597023
34,0.00899496982424068,0.00955384410917759
35,0.008722756667030688,0.009249101392924786
36,0.008603546931106676,0.010342598892748356
37,0.008769318909802513,0.008812065236270428
38,0.008258553491245605,0.009318659082055092
39,0.008226860446387416,0.009282445535063744
40,0.008563696003848861,0.008772275410592556
41,0.007819777372081723,0.009574784897267818
42,0.007977665091002986,0.009157339110970497
43,0.0075665302159401895,0.00865585170686245
44,0.007681338116214596,0.008391355164349079
45,0.007517954152521013,0.008566830307245255
46,0.007763921697406939,0.008455711416900158
47,0.007271620452719788,0.008520962670445442
48,0.0072784021891443024,0.008109061047434807
49,0.007179064846442548,0.008580675348639488
50,0.007176111271208308,0.008470196276903152
51,0.007089964445518738,0.008801759220659733
52,0.007251007490600605,0.008188051171600819
53,0.006879966876585145,0.008092864416539669
54,0.006933806761174522,0.007897709496319294
55,0.006841493966458243,0.008389079943299294
56,0.006623835703874934,0.008055136539041996
57,0.006621179708724186,0.008146065287292004
58,0.006574619587413087,0.007835401222109795
59,0.0066545413746324665,0.008269688114523888
60,0.006499081961776757,0.008246857672929764
61,0.006361241862971024,0.008927477523684502
62,0.006904643529261097,0.008126652799546719
63,0.006257527127749203,0.008168491534888744
64,0.0063907977416058845,0.008153297938406467
65,0.006396426788413771,0.008022859692573547
66,0.006044553488669644,0.007692941930145025
67,0.005999151926299728,0.007939149625599384
68,0.005893916067867479,0.007781735621392727
69,0.006060663679214317,0.008023898117244244
70,0.005909047910152332,0.007688944227993488
71,0.006290366932264821,0.007965145632624626
72,0.005906822937633748,0.007678881753236055
73,0.005784642306788929,0.007700944319367409
74,0.005777526112985689,0.00784249883145094
75,0.005882883398461896,0.007598299067467451
76,0.0057483793015241265,0.008076081052422523
77,0.005712859173546856,0.007947342470288277
78,0.005605860230641667,0.007450039964169264
79,0.005612719239492259,0.00776124419644475
80,0.005663494004645243,0.007672052830457687
81,0.005750347844087241,0.007718246430158615
82,0.00547272067791834,0.007649690844118595
83,0.005469988848420103,0.007450065575540066
84,0.005942296984247435,0.008166329935193062
85,0.00541032946116914,0.00740863336250186
86,0.005727615372974173,0.007825890555977821
87,0.005188892128218555,0.007404645439237356
88,0.005297034616103747,0.00768296979367733
89,0.0051598092030647365,0.0075967395678162575
90,0.005368974505870121,0.007720145396888256
91,0.005419032906619109,0.007466716226190329
92,0.005201229092835117,0.007528651971369982
93,0.005137861038418158,0.007641047704964876
94,0.005193165668787286,0.0074381837621331215
95,0.005103150126277108,0.007460620254278183
96,0.005104897831732973,0.008542042225599289
97,0.0051409096390151775,0.007878580130636692
98,0.005157757781430943,0.007662820164114237
99,0.005031447146651753,0.007514362223446369
100,0.005129063802014747,0.007445204071700573
101,0.005094997948920871,0.007442930713295937
102,0.004952548396518956,0.007839125581085682
103,0.00494896300835112,0.007268004585057497
