activation,batch_size,best_epoch,best_val_mse,contractive_samples,early_stopping_min_delta,early_stopping_patience,epochs_completed,epochs_requested,hidden_dims,id_max,id_max_id_false_alarm,id_max_ood_detected,id_max_threshold,id_mean,id_mean_plus_3std_id_false_alarm,id_mean_plus_3std_ood_detected,id_mean_plus_3std_threshold,id_p95,id_p95_id_false_alarm,id_p95_ood_detected,id_p95_threshold,id_p99,id_p995,id_p995_id_false_alarm,id_p995_ood_detected,id_p995_threshold,id_p99_id_false_alarm,id_p99_ood_detected,id_p99_threshold,input_dim,latent_dim,lr,ood_max,ood_mean,ood_p95,ood_p99,ood_p995,reg_lambda,regularizer,run_idx,weight_decay
elu,2048,758,6.750438478775322e-05,256,1e-07,80,800,800,"[256, 128, 64]",0.17658554017543793,0.0,0.005701311806256307,0.17658554017543793,6.750438478775322e-05,0.0017961654894046418,0.09779011099899092,0.003114405815722421,0.00015523329129791787,0.05,0.7045610494450051,0.00015523329129791787,0.0006289907469181335,0.0013552197098033647,0.005005045408678103,0.21182643794147327,0.0013552197098033647,0.01,0.36780020181634715,0.0006289907469181335,160,6,0.0003,113.84783172607422,0.010835312306880951,0.005393694154918192,0.052406494952737144,0.24442188121378694,0.0001,sparse,1,1e-06
elu,2048,759,0.00010361185559304431,256,1e-07,80,800,800,"[256, 128, 64]",1.1512024402618408,0.0,0.0014328960645812311,1.1512024402618408,0.00010361185559304431,0.0004540867810292634,0.03519677093844602,0.012651632430788595,0.0002175810630433257,0.05,0.6368819374369324,0.0002175810630433257,0.0009375829738564693,0.001966787019046035,0.005005045408678103,0.1951664984863774,0.001966787019046035,0.01,0.3188092835519677,0.0009375829738564693,160,6,0.0003,27.515790939331055,0.010678891092538834,0.009062523767352098,0.06974730513989809,0.2321669248491528,0.001,sparse,2,1e-06
elu,2048,759,9.584975487086922e-05,256,1e-07,80,800,800,"[256, 128, 64]",0.2507533133029938,0.0,0.00491422805247225,0.2507533133029938,9.584975487086922e-05,0.0018768920282542887,0.11458123107971746,0.004311296055675484,0.0002752409302047447,0.05,0.6622502522704339,0.0002752409302047447,0.0010648615576792481,0.0017497280269162876,0.005005045408678103,0.24683148335015137,0.0017497280269162876,0.01,0.35059535822401616,0.0010648615576792481,160,6,0.0003,51.0351448059082,0.01168651320040226,0.009738229727372521,0.05221214156597719,0.24223641805351073,0.0001,contractive,3,1e-06
