epoch,train_mse,val_mse
1,0.5478106818361608,0.39528611302375793
2,0.37369875450076945,0.32239657640457153
3,0.31079898959314656,0.27477389574050903
4,0.2771378496476787,0.251106321811676
5,0.256171025453923,0.23226800560951233
6,0.2357044055287489,0.21526266634464264
7,0.21754048019468425,0.20061911642551422
8,0.20408479457054443,0.18959815800189972
9,0.1932802498644005,0.18024206161499023
10,0.18529828021210992,0.17466729879379272
11,0.1789704278600001,0.17055122554302216
12,0.17478940409111354,0.16797472536563873
13,0.17105159928134545,0.16620579361915588
14,0.1693012422920468,0.1625678539276123
15,0.16637370233927556,0.16195403039455414
16,0.1632904096194403,0.1603982150554657
17,0.16123044823190733,0.15748231112957
18,0.16009903886920226,0.15478232502937317
19,0.15718166667712713,0.15236178040504456
20,0.15523366972893657,0.15175507962703705
21,0.1527466901741429,0.1505119949579239
22,0.1508240256933029,0.14833900332450867
23,0.14846846267646682,0.1477406919002533
24,0.1467313123243844,0.1430717259645462
25,0.14419640128693742,0.14187824726104736
26,0.143174622900142,0.14313793182373047
27,0.1416509606465548,0.14539828896522522
28,0.13956100577510192,0.1381794959306717
29,0.1393187176157573,0.1389911025762558
30,0.13795714956008362,0.13727104663848877
31,0.13731383223954088,0.13732591271400452
32,0.1358620500710302,0.13551591336727142
33,0.13460037102011257,0.13672111928462982
34,0.13403129215613158,0.1384752243757248
35,0.1332901129213746,0.132662832736969
36,0.1318649904446038,0.13408830761909485
37,0.13083457661439518,0.13294799625873566
38,0.13002622544789363,0.1301993429660797
39,0.12825872917141848,0.12936411798000336
40,0.12757662736545344,0.12770839035511017
41,0.12618574214172745,0.1284523755311966
42,0.12570997831840552,0.12635669112205505
43,0.12412488697490139,0.12460475414991379
44,0.1233128166559464,0.1319117248058319
45,0.1234740436927589,0.12380091100931168
46,0.12168831534137228,0.1241663470864296
47,0.12007246066083412,0.12172961980104446
48,0.11953212850748418,0.12271057814359665
49,0.11882104722029699,0.1195152997970581
50,0.11891413304705419,0.12243673950433731
51,0.11758147124704235,0.12067750841379166
52,0.11817832968970816,0.12873932719230652
53,0.11688860447337489,0.11995714902877808
54,0.11676641145163404,0.1262650191783905
55,0.1159374448112352,0.11896154284477234
